id	name	north	south	east	west	high	low
307	Camp Magruder, Rockaway Beach, Tillamook Co., Oregon, USA	45.5828	45.5762	-123.949	-123.953	NULL	NULL
308	World Forestry Center, Washington Park, Portland, Multnomah Co., Oregon, USA	45.5116	45.5094	-122.718	-122.72	NULL	NULL
309	Carnifex Ferry Battlefield State Park, Nicholas Co., West Virginia, USA	38.2143	38.1974	-80.9286	-80.9455	NULL	NULL
310	Keene, New York, USA	44.2671	44.2462	-73.779	-73.802	NULL	NULL
311	Laguna Azul Trail, Pilón Lajas Biosphere Reserve and Communal Lands, Rurrenabaque Municipality, José Ballivián Province, Beni Department, Bolivia	-14.8612	-14.8877	-67.2926	-67.4004	425	275
312	Bella Vista, San Jose Municipality, Chiquitos Province, Santa Cruz Department, Bolivia	-17.2418	-17.3244	-61.2721	-61.3985	350	280
313	East Baton Rouge Parish, Baton Rouge, Louisiana, USA	30.5457	30.3504	-91.0094	-91.2181	NULL	NULL
315	Tillamook Co., Oregon, USA	45.7793	45.0468	-123.298	-124.025	NULL	NULL
316	Muddlety Creek Trail, Summersville, West Virginia, USA	38.3058	38.2754	-80.8223	-80.8285	NULL	NULL
318	Pink Beds Trail, Pisgah Forest, North Carolina, USA	35.3641	35.3387	-82.7525	-82.7827	NULL	NULL
319	Whipple, West Virginia, USA	37.9631	37.9557	-81.1591	-81.1723	NULL	NULL
320	Jonesville, New York, USA	42.9157	42.8958	-73.8068	-73.834	NULL	NULL
321	Canada	83	41.677	-52.6176	-141	NULL	NULL
322	Sendero del Calvario, Coroico, Coroico Canton, Coroico Municipality, Nor Yungas Province, La Paz Department, Bolivia	-16.1918	-16.2059	-67.7152	-67.725	2125	1880
323	Larch Mountain, Multnomah Co., Oregon, USA	45.5823	45.5189	-122.064	-122.122	NULL	NULL
325	Cape Lookout State Park, Tillamook Co., Oregon, USA	45.4375	45.3353	-123.944	-124.011	NULL	NULL
326	Ginger's Paradise, Samaipata Canton, Samaiata Municipality, Florida Province, Santa Cruz Department, Bolivia	-18.1405	-18.1496	-63.6199	-63.634	975	870
327	Paul Bishop's Jones Creek Tree Farm, Beavercreek, Clackamas Co., Oregon, USA	45.2899	45.2019	-122.434	-122.536	NULL	NULL
328	Beavercreek, Clackamas Co., Oregon, USA	45.332	45.2155	-122.471	-122.569	NULL	NULL
330	Rocky Mountain National Park, Larimer Co., Colorado, USA	40.5597	40.1726	-105.537	-105.896	4346	2396
331	Clackamas Co., Oregon, USA	45.4616	44.889	-121.65	-122.789	NULL	NULL
332	Japan	44.653	30.7277	144.008	130.564	NULL	NULL
333	Nueva Loja, Sucumbíos, Ecuador	0.1504	0.0549	-76.8329	-76.9297	NULL	NULL
334	Juniper Mountains, Yavapai Co., Arizona, USA	35.3622	35.0727	-112.937	-113.148	2100	1800
335	Rim of Marble Canyon, Grand Canyon National Park, Coconino Co., Arizona, USA	36.8137	36.1844	-111.651	-111.97	2000	1500
337	Jacksonville, Florida, USA	30.5862	30.1037	-81.3167	-82.0495	NULL	NULL
338	Forest near Elgin St., Pembroke, Ontario, Canada	45.8113	45.7883	-77.131	-77.1485	170	150
339	Windsor Trail, Pecos Wilderness, Santa Fe, New Mexico, USA	35.8434	35.7911	-105.763	-105.823	3400	2700
340	Baird Woods near Herron's Mills, Lanark Co., Ontario, Canada	45.0597	45.0384	-76.3932	-76.4161	1000	100
341	Elora Gorge Conservation Area, Elora, Ontario, Canada	43.6825	43.6537	-80.4309	-80.4606	400	300
342	Oxford Co., Ontario, Canada	43.4146	42.8574	-80.2336	-81.2729	400	100
343	Lambton Co., Ontario, Canada	42.9879	42.6508	-81.9141	-82.4005	400	100
344	Mill Pond Conservation Area, Leeds-Grenville Co., Ontario, Canada	44.7846	44.7683	-76.1696	-76.1903	120	80
345	Charleston Lake Provincial Park, Ontario, Canada	44.5626	44.4803	-75.946	-76.0511	120	80
346	Murphys Point Provincial Park, Lanark Co., Ontario, Canada	44.7935	44.749	-76.2018	-76.2685	120	80
348	Island Brae Golf Course, Morrison's Island, Quebec, Canada	45.8241	45.8084	-77.0256	-77.0496	230	210
349	Saint-Pierre-De-Wakefield, Quebec, Canada	45.7617	45.7195	-75.7426	-75.7928	200	100
350	Southern Quebec, Quebec, Canada	46.8677	45.4	-71.9165	-78.4973	1000	15
351	Jemez Mountains, Los Alamos, New Mexico, USA	35.8662	35.8017	-106.392	-106.46	2800	2300
352	Penobscot Co., Maine, USA	46.2566	44.5592	-68.0164	-69.9156	80	5
353	Saint Martins, New Brunswick, Canada	45.368	45.3345	-65.4814	-65.5884	300	0
354	Hopewell, New Brunswick, Canada	45.8007	45.7694	-64.5886	-64.6494	50	0
355	La Cañada Flintridge, California, USA	34.2293	34.1784	-118.174	-118.231	NULL	NULL
356	South Pasadena, California, USA	34.1242	34.0987	-118.136	-118.178	NULL	NULL
357	Ottawa, Ontario, Canada	45.4912	45.2377	-75.44	-75.9536	100	50
358	California, USA	42	32.5352	-114.133	-124.416	4418	-86
359	Altadena, California, USA	34.2077	34.1676	-118.096	-118.173	NULL	NULL
360	southern California, California, USA	35.389	32.5335	-114.148	-120.938	3505	0
361	Plateau above Echo Cliffs, Coconino Co., Arizona, USA	36.906	36.2443	-111.105	-111.635	2000	2000
362	Felton, California, USA	37.0616	37.0551	-122.047	-122.061	200	150
363	Blueridge Mountains, Staunton, Virginia, USA	38.3847	38	-78.7102	-79.2389	1500	180
364	Eastern Long Island, New York, USA	41.0658	40.6069	-71.8529	-73.3838	NULL	NULL
365	Big Thicket, Beaumont Unit, Hardin Co., Texas, USA	30.4913	30.4873	-94.7738	-94.7785	600	500
366	The Hogs Back, Garfield Co., Utah, USA	37.8792	37.8049	-111.398	-111.458	2000	2000
367	Southeast Portland, Multnomah Co., Oregon, USA	45.5233	45.3841	-122.455	-122.666	50	15
368	Boulder Mountain, Dixie National Forest, Garfield Co., Utah, USA	38.2867	37.928	-111.279	-111.587	3400	2000
369	San Gabriel Mountains, Los Angeles Co., California, USA	34.4522	34.1527	-117.466	-118.477	3068	100
370	Mepkin Abbey, Berkeley Co., South Carolina, USA	33.1271	33.1061	-79.9259	-79.9606	NULL	NULL
371	Hornby Island, British Columbia, Canada	49.5532	49.4897	-124.582	-124.716	350	0
372	Peace River Area, British Columbia, Canada	56.1	55	-120	-122	1135	807
373	Shuswap Valley, British Columbia, Canada	50.9	50.7	-116.6	-116.9	NULL	NULL
374	Eastern Ontario, Ontario, Canada	46.2103	43.787	-73.6084	-77.6733	1000	0
375	Kemptville, Ontario, Canada	45.0658	44.9546	-75.5375	-75.703	90	70
376	Kempsey, New South Wales, Australia	31.48	31.48	152.5	152.5	NULL	NULL
377	West Kempsey, New South Wales, Australia	-31.0806	-31.0806	152.842	152.842	NULL	NULL
378	Washington DC, USA	39.1276	38.6676	-76.7515	-77.3215	NULL	NULL
379	McCall, Idaho, USA	44.9341	44.8662	-116.065	-116.164	NULL	NULL
380	Senguio, Michoacan, Mexico	19.8061	19.704	-100.317	-100.425	2100	1900
381	Texas Hill Country, Texas, USA	31.2786	29.3439	-97.7124	-101.689	NULL	NULL
382	Mount Wilson, San Gabriel Mountains, Los Angeles Co., California, USA	34.2538	34.1755	-118.02	-118.1	1742	500
383	Strawberry Peak, San Gabriel Mountains, Los Angeles Co., California, USA	34.291	34.2703	-118.106	-118.129	1879	500
384	Point Lobos State Park, Monterey Co., California, USA	36.5255	36.5048	-121.935	-121.957	0	0
385	Point Navarro Preserve, Mendocino Co., California, USA	39.1982	39.1952	-123.767	-123.774	NULL	NULL
386	Santa Monica Mountains, Los Angeles Co., California, USA	34.1505	34.0276	-118.488	-119.064	948	0
388	La Crescenta, California, USA	34.2518	34.2061	-118.221	-118.262	NULL	NULL
389	Torrey Pines State Reserve, San Diego Co., California, USA	32.9397	32.8908	-117.232	-117.26	NULL	NULL
390	Crosby Arboretum, Pearl River Co., Mississippi, USA	30.5076	30.4985	-89.6642	-89.6687	NULL	NULL
391	Cranberry Wilderness, Monongahela National Forest, West Virginia, USA	38.1271	38.1071	-80.5558	-80.5833	1388.7	731.5
392	Royalston, Massachusetts, USA	42.721	42.6268	-72.1146	-72.2682	400	200
393	Staffanstorp, Skåne, Sweden	55.66	55.62	13.24	13.17	NULL	NULL
394	Skrylle, Skåne, Sweden	55.7	55.67	13.4	13.35	NULL	NULL
395	Marin Center, San Rafael, California, USA	38.0042	37.9965	-122.528	-122.535	NULL	NULL
396	Mount Gleason, San Gabriel Mountains, Los Angeles Co., California, USA	34.4364	34.3298	-118.082	-118.269	1982	1000
397	Pine Mountain, Santa Barbara Co., California, USA	34.6863	34.5925	-119.243	-119.439	2500	1000
398	Weldon Springs, Missouri, USA	38.7	38.68	-90.7	-90.73	NULL	NULL
399	Greensfelder Park, Eureka, Missouri, USA	38.5492	38.5185	-90.6609	-90.6889	NULL	NULL
401	Shelter Cove, California, USA	40.0526	40.0214	-124.038	-124.081	NULL	NULL
402	Kullaberg, Skåne, Sweden	56.3043	56.28	12.5637	12.4447	NULL	NULL
404	Bavaria, Germany	49.3824	47.6062	13.4912	9.7119	NULL	NULL
405	Gotland, Sweden	57.9965	56.885	19.0283	17.9736	NULL	NULL
406	Västerbotten, Sweden	66.3403	63.3912	21.6219	14.2568	NULL	NULL
407	Indiana Co., Pennsylvania, USA	40.8844	40.3926	-78.9587	-79.3158	NULL	NULL
409	Bossy, Switzerland	46.291	46.282	6.13	6.105	NULL	NULL
411	Marconi beach, Wellfleet, Massachusetts, USA	41.9391	41.8379	-69.9417	-70.0049	NULL	NULL
413	Geneva, Switzerland	46.3848	46.0809	6.3831	5.8777	NULL	NULL
414	Sammamish, King Co., Washington, USA	47.6574	47.5546	-121.965	-122.092	NULL	NULL
415	Flagstaff, Arizona, USA	35.3672	35.1211	-111.55	-111.779	2000	2000
416	near Price, Carbon Co., Utah, USA	39.44	39.4	-110.42	-110.46	1700	1500
417	San Rafael Desert, Emery Co., Utah, USA	38.8825	38.3987	-110.388	-110.73	1300	1300
418	Trinity Mountains, Shasta Co., California, USA	40.447	40.247	-122.884	-123.084	1000	900
419	Little McClellan Rock, Humboldt Co., California, USA	40.47	40.46	-123.695	-123.705	775	725
420	Lost Coast, Humboldt Co., California, USA	40.267	39.8381	-123.882	-124.393	1500	0
421	Ladd Canyon Rd., Union Co., Oregon, USA	45.2247	45.2047	-118.016	-118.036	1100	1000
422	Myrtle Beach, South Carolina, USA	33.7917	33.6478	-78.7931	-78.9645	NULL	NULL
423	Marble Mountain Ranch, Siskiyou Co., California, USA	41.4831	41.4613	-123.492	-123.519	NULL	NULL
425	St. Genis, France	46.2551	46.235	6.0497	6.0078	NULL	NULL
426	Kinderhook Trail, Wayne National Forest, Ohio, USA	39.4563	39.3959	-81.2206	-81.3373	NULL	NULL
427	Gale Rd., Warwick, Massachusetts, USA	42.6837	42.6602	-72.3075	-72.3268	NULL	NULL
428	Lapland, Sweden	68.3992	65.75	20.3	16.5234	NULL	NULL
429	Dalarna, Sweden	61.3283	60.6139	15.3809	14.0955	NULL	NULL
430	Wayne National Forest, Athens Co., Ohio, USA	39.4828	39.381	-82.1067	-82.2615	NULL	NULL
431	Winchester, New Hampshire, USA	42.7924	42.741	-72.3381	-72.4246	NULL	NULL
432	Yale Forest, Swanzey, New Hampshire, USA	42.8901	42.8226	-72.2365	-72.3058	NULL	NULL
433	St-François, Île-d'Orléans, Quebec, Canada	47.028	46.9966	-70.7914	-70.8464	NULL	NULL
434	Washington Oaks Gardens State Park, Flagler Co., Florida, USA	29.643	29.634	-81.205	-81.21	2	0.1
435	Mascoutah, Illinois, USA	38.5488	38.5488	-89.763	-89.763	NULL	NULL
436	Port Townsend, Jefferson Co., Washington, USA	48.1455	48.0932	-122.746	-122.84	NULL	NULL
437	Little River, Mendocino Co., California, USA	39.2831	39.2587	-123.761	-123.803	NULL	NULL
438	Marysville State Game Lands, Perry Co., Pennsylvania, USA	40.357	40.3141	-76.9084	-77.0279	NULL	NULL
439	Ridgeview Dr., Ben Lomond, California, USA	37.0732	37.0713	-122.068	-122.072	NULL	NULL
440	Binbrook Conservation Area, Hamilton, Ontario, Canada	43.1245	43.0877	-79.811	-79.8605	300	100
441	Fiery Gizzard, South Cumberland State Park, Grundy Co., Tennessee, USA	35.2532	35.2479	-85.7449	-85.7546	550	510
442	West Prong Trail, Great Smoky Mountains National Park, Blount Co., Tennessee, USA	35.6406	35.6233	-83.6903	-83.71	760	415
444	Stone Door, Savage Gulf SNA, Tennessee, USA	35.4442	35.4381	-85.6425	-85.6567	560	320
445	Cucumber Gap Trail, Great Smoky Mountains National Park, Sevier Co., Tennessee, USA	35.6453	35.6375	-83.5508	-83.5853	1000	720
446	Sewanee, Franklin Co., Tennessee, USA	35.23	35.1953	-85.8964	-85.9697	590	310
448	Monterey, California, USA	36.609	36.584	-121.834	-121.904	100	0
449	Modesto, California, USA	37.694	37.59	-120.9	-121.08	NULL	NULL
450	Los Angeles, California, USA	34.3373	33.7037	-118.155	-118.668	NULL	NULL
451	Kot 12, 5230 Bovec, Slovenia	46.3379	46.3379	13.5522	13.5522	NULL	NULL
452	Belgrad Forest, Istanbul, Turkey	41.29	41.09	29.07	28.87	NULL	NULL
453	Arnavutkoy, Istanbul, Turkey	41.12	41.02	29.09	29	NULL	NULL
454	Aydos, Istanbul, Turkey	41.05	40.84	29.32	29.12	NULL	NULL
455	Larkspur, California, USA	37.9441	37.93	-122.518	-122.554	NULL	NULL
456	Sullivan, Indiana, USA	39.1151	39.1151	-87.3887	-87.3887	NULL	NULL
457	Mark Twain Lake, Missouri, USA	39.488	39.48	-91.796	-91.798	NULL	NULL
458	Hoosier National Forest, Indiana, USA	38.5267	38.0308	-86.478	-86.6656	NULL	NULL
459	La Ronge, Saskatchewan, Canada	55.6094	54.9524	-104.106	-105.557	NULL	NULL
460	Kauai, Hawaii, USA	22.2353	21.8659	-159.292	-159.79	NULL	NULL
461	Yıldız Park, Istanbul, Turkey	41.1	41	29.02	29	NULL	NULL
462	Pogonip Open Space Reserve, Santa Cruz, California, USA	37.0097	36.9811	-122.034	-122.052	NULL	NULL
463	Portales, New Mexico, USA	34.2396	34.1209	-103.268	-103.396	1370	1220
464	Greensburg, Pennsylvania, USA	40.3427	40.2852	-79.5215	-79.5756	NULL	NULL
465	Chatawa, Mississippi, USA	31.0631	31.0592	-90.4637	-90.4709	110	95
466	Austin Creek State Recreation Area, Sonoma Co., California, USA	38.5957	38.5374	-122.993	-123.078	NULL	NULL
468	Meadville, Mississippi, USA	31.489	31.4568	-90.8782	-90.9136	NULL	NULL
469	Navarro, Mendocino Co., California, USA	39.1558	39.1387	-123.521	-123.551	NULL	NULL
470	Van Damme State Park, Mendocino Co., California, USA	39.2857	39.2618	-123.72	-123.79	NULL	NULL
471	Grizzly Peak Blvd., Berkeley, California, USA	37.9091	37.8475	-122.2	-122.271	NULL	NULL
472	Windy Hill Preserve, Portola Valley, California, USA	37.3803	37.3595	-122.218	-122.254	NULL	NULL
473	Grand Circuit, Parque Nacional Torres del Paine, Magallanes, Chile	-50.8415	-51.0742	-72.8339	-73.206	1180	200
474	Villa O'Higgins, Aisén, Chile	-48.3234	-48.509	-72.4384	-72.7844	NULL	NULL
475	Parque Nacional Los Glaciares, Santa Cruz, Argentina	-50.2156	-50.6564	-72.7295	-73.4601	NULL	NULL
476	Eichenmaiß, Droßeramt, Droß, Bezirk Krems-Land, Lower Austria, Austria	48.5144	48.4144	15.6232	15.5232	NULL	NULL
477	Indian Lake, Hamilton Co., New York, USA	43.797	43.7806	-74.2439	-74.2746	NULL	NULL
478	Sheffield Village, Oakland, California, USA	37.7404	37.7337	-122.14	-122.154	NULL	NULL
479	Anthony Chabot Regional Park, Alameda Co., California, USA	37.8046	37.7099	-122.074	-122.164	NULL	NULL
480	Lackawanna Co., Pennsylvania, USA	41.6525	41.1615	-75.4408	-75.8351	NULL	NULL
481	Pineta, Passo d'Acera, Umbria, Italy	42.8482	42.8282	12.843	12.823	NULL	NULL
482	Marchgraben, Wöllersdorf, Bezirk Wiener Neustadt, Lower Austria, Austria	47.873	47.8574	16.182	16.1571	NULL	NULL
483	West Lothian, Scotland	55.9219	55.8903	-3.5177	-3.5925	NULL	NULL
484	Pittsburgh, Pennsylvania, USA	40.495	40.3361	-79.8761	-80.1315	NULL	NULL
485	Chico, Butte Co., California, USA	39.8149	39.6459	-121.72	-121.937	NULL	NULL
486	Oakland Museum, Oakland, California, USA	37.7996	37.797	-122.26	-122.265	NULL	NULL
487	Sierra Azul Open Space Preserve, Los Gatos, Santa Clara Co., California, USA	37.2161	37.1488	-121.856	-121.984	NULL	NULL
488	Kentucky River Palisades, Fayette Co., Kentucky, USA	37.9052	37.8393	-84.341	-84.4341	NULL	NULL
489	Marinha Grande, Portugal	39.7345	39.7344	-8.9185	-8.9186	NULL	NULL
490	Algarve, Portugal	37.5424	36.996	-7.3856	-9.006	NULL	NULL
491	Istanbul, Turkey	41.5846	40.8087	29.9308	27.9698	NULL	NULL
493	Reserva Nacional Magellanes, Magellanes, Chile	-53.0981	-53.2821	-71.0307	-71.3617	NULL	NULL
494	Reserva Nacional Cerro Castillo, Aisén, Chile	-45.9225	-46.0923	-71.9714	-72.2818	NULL	NULL
495	Reserva Nacional Rio Simpson, Aisén, Chile	-45.3502	-45.4881	-72.187	-72.3999	NULL	NULL
496	Parque Nacional Puyehue, Los Lagos, Chile	-40.3738	-40.8803	-71.8808	-72.3367	NULL	NULL
497	Parque Nacional Huerquehue, Araucanía, Chile	-39.0848	-39.195	-71.6013	-71.7421	NULL	NULL
498	Reserva Nacional Los Ruiles, Maule, Chile	-35.8256	-35.838	-72.4814	-72.506	NULL	NULL
499	Kohlstatt, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47	47	16	16	NULL	NULL
500	near Lisbon, Portugal	38.44	38.4	-9.13	-9.2	NULL	NULL
501	Keaiwa Heiau State Recreation Area, Oahu, Hawaii, USA	21.4078	21.3902	-157.883	-157.907	NULL	NULL
502	Pålstorp, Skåne, Sweden	56.29	56.2	13.7	13.58	NULL	NULL
503	Parque Nacional Tierra del Fuego, Tierra del Fuego, Argentina	-54.5657	-54.8892	-68.3645	-68.5767	NULL	NULL
504	southern Tierra del Fuego, Tierra del Fuego, Argentina	-54.5657	-55.0406	-65.1819	-68.5767	NULL	NULL
506	near Iguazu Falls, Misiones, Argentina	-25.5301	-25.7653	-54.2587	-54.5334	NULL	NULL
507	Audubon Trail, Saint Genevieve Co., Missouri, USA	37.73	37.72	-90.17	-90.18	NULL	NULL
508	Parque Nacional Queulat, Aisén, Chile	-44.4024	-44.5866	-72.1527	-72.6196	NULL	NULL
509	West end of Lago General Carrera, Aisén, Chile	-46.3886	-46.8715	-72.5372	-72.8723	NULL	NULL
510	The New York Botanical Garden, Bronx, New York, USA	40.8693	40.8594	-73.8715	-73.8841	NULL	NULL
511	Great Forest Trees Drive, Shannon National Park, Manjimup Shire, Western Australia, Australia	-34.592	-34.592	116.412	116.412	175	165
512	Davies Creek Rd., Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.0249	-17.0249	145.588	145.588	680	660
513	Central Station, Fraser Island, Queensland, Australia	-25.4762	-25.5	153.055	153.041	110	90
514	Cape Conran, East Gippsland, Victoria, Australia	-37.799	-37.7997	148.742	148.741	20	10
515	Highway 1095 km 22, Chiang Mai, Thailand	19.128	19.127	98.753	98.75	NULL	NULL
516	Kentucky, USA	39.1568	36.626	-82.22	-89.34	NULL	NULL
517	Washington Co., Ohio, USA	39.61	39.22	-81.04	-81.84	NULL	NULL
518	Floodplain of Hocking River, Athens Co., Ohio, USA	39.54	39.19	-81.72	-82.28	NULL	NULL
519	North Bend State Park, West Virginia, USA	39.235	39.205	-81.09	-81.14	NULL	NULL
520	California Woods Natural Preserve, Cincinnati, Ohio, USA	39.083	39.046	-84.368	-84.432	NULL	NULL
521	Sun Fish Creek State Forest, Ohio, USA	39.83	39.8	-80.817	-80.872	NULL	NULL
522	Wayne National Forest, Ohio, USA	39.79	39.38	-80.98	-81.34	NULL	NULL
523	Floyd Co., Kentucky, USA	37.748	37.291	-82.602	-82.913	NULL	NULL
524	Albemarle Co., Virginia, USA	38.26	37.73	-78.27	-78.74	NULL	NULL
525	5 km from Kennedy Highway, Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.0104	-17.0106	145.574	145.573	630	610
526	Portones por El Tajo, Las Tablas Protected Zone, Puntarenas, Costa Rica	8.9217	8.91077	-82.7667	-82.7803	1480	1470
527	Camp Site 5 and 6, Davies Creek Rd., Davies Creek National Park, Mareeba Shire, Queensland, Australia	-17.027	-17.028	145.59	145.589	670	NULL
528	Kattang Nature Reserve, Dunbogan, New South Wales, Australia	-31.6396	-31.6482	152.85	152.833	NULL	NULL
529	Zofinsky Prales nature reserve, Zofin, Bohemia, Czech Republic	48.9369	48.6111	14.8865	13.9307	NULL	NULL
530	Pohori na Sumave, Southern Bohemia, Czech Republic	49.1602	48.7852	13.9417	13.2715	NULL	NULL
531	Kaltwasserbach, Sauerbrunn, Bezirk Mattersburg, Burgenland, Austria	47.7836	47.6043	16.4658	16.2817	NULL	NULL
532	Toronto, Ontario, Canada	43.9723	43.4988	-79.0741	-79.9327	200	74
533	Orinda, California, USA	37.9204	37.8425	-122.144	-122.219	400	0
534	Fresno, California, USA	36.8895	36.6849	-119.648	-119.915	NULL	NULL
535	Fields Creek, John Day, Grant Co., Oregon, USA	44.4356	44.3115	-119.279	-119.315	NULL	NULL
536	New Jersey, USA	41.3768	38.9167	-73.6853	-75.6079	NULL	NULL
537	Twin Harbors State Park, Westport, Grays Harbor Co., Washington, USA	46.8592	46.8487	-124.101	-124.117	15	8
538	Kaipara harbour, Auckland, New Zealand	-36.1556	-36.6949	174.496	173.892	NULL	NULL
539	San Geronimo, Marin Co., California, USA	38.0251	38.0064	-122.649	-122.676	NULL	NULL
540	Priest Lake, Idaho, USA	48.8177	48.4383	-116.768	-116.969	NULL	NULL
541	Butano State Park, San Mateo Co., California, USA	37.229	37.1847	-122.256	-122.35	NULL	NULL
542	Wielangta Forest, Tasmania, Australia	-42.638	-42.7611	147.903	147.761	NULL	NULL
543	Huber Alm, Dorfgastein, Bezirk Sankt Johann im Pongau, Salzburg, Austria	47.2606	47.2121	13.1465	13.0627	NULL	NULL
544	Puy-de-Dôme, Clermont-Ferrand, France	45.8144	45.7167	2.9979	2.8606	NULL	NULL
545	North Fork Rd., near Cherryville, British Columbia, Canada	50.2438	50.2262	-118.516	-118.565	680	665
546	Vernon, British Columbia, Canada	50.2628	50.2628	-119.273	-119.273	445	410
547	Tunkhannock, Pennsylvania, USA	41.554	41.502	-75.9	-76	NULL	NULL
548	Southworth, Kitsap Co., Washington, USA	47.5201	47.5033	-122.493	-122.518	25	0
549	Luzerne Co., Pennsylvania, USA	41.4272	40.902	-75.6006	-76.3197	666	222
550	Wynn Jones County Park, Kitsap Co., Washington, USA	47.5879	47.5846	-122.556	-122.561	20	5
